age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
41,0,6623,5700,8,0,4,0,1,0
64,0,3950000,5400,1,0,0,1,0,0
33,1,11200000,5400,5,0,0,0,0,1
65,0,8764,2629,5,0,1,0,0,0
48,3,64460000,5400,17,0,2,0,2,0
59,0,6259,3841,6,0,2,0,0,0
49,0,3240,4650,16,0,2,0,0,0
61,0,5424,6011,5,0,1,0,0,0
72,0,2733,6148,10,0,0,0,1,0
31,0,1788,2425,5,0,0,1,1,0
58,0,4991,7412,20,0,2,0,0,0
21,0,109,1000,1,0,0,0,0,0
61,0,33,4175,3,0,0,0,0,0
50,0,8921,3300,10,0,2,0,2,0
50,0,14385,1000,20,0,1,0,3,0
66,0,5710000,5400,7,0,0,0,0,0
35,2,43,32000,9,0,0,0,1,0
54,0,3711,5000,11,2,1,1,2,1
75,0,2619,7083,17,0,2,0,1,0
43,0,1190,9168,9,0,1,0,3,0
56,1,7874,25600,30,0,1,0,1,0
49,1,2867,8750,16,0,2,2,2,0
57,0,2585,20666,13,0,2,0,1,0
65,0,460,12000,16,0,0,0,0,0
36,0,1583,3200,2,0,0,0,2,0
40,0,3787,5631,5,0,2,0,3,0
69,0,601,5700,15,0,0,0,0,0
30,0,9250000,5400,12,0,0,0,0,0
45,2,2790,4400,6,0,1,0,1,0
71,0,24490000,5400,13,0,2,0,0,0
28,0,2626,2736,8,0,0,0,0,0
48,0,3000,18350,10,0,2,0,2,0
64,0,2750,5359,14,0,1,0,1,0
76,1,5141,2800,30,0,1,0,0,0
50,0,6508,3800,18,0,2,0,0,0
56,1,4093,9666,17,0,2,0,0,0
35,0,3365,7000,8,0,1,0,2,0
25,0,6479,820,5,0,0,0,0,0
36,0,2437,8000,6,0,0,0,2,0
61,1,3301,4124,30,0,0,0,1,0
64,2,8267,5100,18,0,3,0,1,0
52,0,2723,4100,6,0,1,0,3,0
67,0,2376,3290,9,0,0,0,1,0
36,2,1832,4238,7,0,0,0,1,0
41,1,1025,3071,14,0,0,0,1,1
41,0,3404,5406,14,6,1,0,3,0
40,0,5066,4000,6,0,1,0,1,0
59,0,2442,5583,5,0,2,0,0,0
51,0,148,4166,4,0,0,0,0,0
44,2,0,1989,0,0,0,0,2,0
51,0,10660000,1,12,0,2,0,2,0
31,0,46,1500,1,1,0,0,1,1
66,2,1808,4080,10,0,0,0,0,1
53,0,3600,10000,14,0,1,0,1,0
53,1,3409,10856,15,0,2,0,2,0
36,0,176237,100,6,0,1,0,1,0
36,0,2149,14000,13,0,2,0,1,0
85,0,290000,5400,2,0,0,0,0,0
43,0,4843,3794,7,0,1,0,1,0
26,0,2664,1200,2,0,0,0,0,0
70,0,10830000,5400,4,0,1,0,0,0
64,0,1591,10916,4,0,1,0,0,0
53,0,1527,6750,12,0,1,0,0,0
58,0,40,3666,2,0,0,0,0,0
57,0,3691,6470,7,0,1,0,0,0
66,0,2240,13167,9,0,1,0,0,0
37,0,3741,4861,6,0,1,0,2,0
64,0,3328,6500,11,0,1,0,1,0
73,4,4309,2937,12,0,1,0,0,0
31,1,6439,2080,2,4,1,1,2,1
53,0,22090000,5400,5,0,1,0,1,0
43,0,3033,3500,7,0,2,0,2,0
29,1,2506,5500,5,1,0,0,0,0
41,0,20714,2000,7,0,1,0,3,0
57,0,1439,11036,13,0,1,0,0,0
63,2,6552,4492,8,0,2,0,0,0
27,0,134,3333,2,0,0,0,0,0
88,0,470000,5400,4,0,0,0,0,0
32,0,16240000,5400,6,0,1,0,0,0
90,0,60000,5400,4,0,0,0,0,0
63,0,32420000,5400,5,0,2,0,0,0
76,0,2979,4624,8,0,1,0,0,0
55,0,3181,5836,4,1,1,0,0,0
43,0,6292,10000,13,0,4,0,0,0
25,0,380,2549,6,0,0,0,0,0
51,0,3866,7200,10,0,2,0,2,0
60,0,559,10500,15,0,0,0,0,0
45,0,3440,2600,3,0,1,0,1,0
67,0,13940000,5400,11,0,1,0,1,0
31,0,2872,7083,8,0,1,0,3,0
58,0,20550000,5400,12,0,1,0,0,0
42,0,3490,11283,4,0,2,0,3,0
32,1,14055,1333,8,0,0,0,0,0
49,0,5348,14326,9,0,3,0,4,0
59,0,618,12600,13,0,0,0,0,0
36,0,3531,7083,7,0,1,0,2,0
74,0,1796,11540,7,0,1,0,0,0
48,0,5040,6500,13,0,2,0,3,0
72,1,1764,6000,15,0,1,0,0,0
52,0,4762,7000,12,0,2,0,2,0
34,1,340,3200,2,6,0,1,2,0
66,2,28180000,5400,28,0,2,0,0,0
31,0,6168,2225,7,0,1,0,2,0
39,0,1350000,5400,4,0,0,0,1,0
27,0,1752,1300,6,0,0,0,0,0
73,0,10274,3930,4,0,2,0,0,0
45,0,2003,4082,12,0,0,0,2,0
61,0,2140,15500,13,0,2,0,0,0
70,0,2234,19266,15,0,2,0,1,0
26,0,499,4000,2,0,0,0,1,0
42,0,1344,11083,14,0,0,0,2,0
59,3,8597,6251,23,0,1,5,0,1
31,0,0,5400,0,0,0,0,0,1
97,0,120000,5400,6,0,0,0,0,0
70,0,917,14000,20,0,0,0,0,0
52,0,1260000,5400,11,0,0,0,0,0
61,1,56150000,5400,18,0,1,0,0,0
57,0,3886,9000,6,0,2,0,0,0
39,0,3183,15000,6,0,2,0,3,0
43,0,1486,4700,4,0,1,0,2,0
39,0,3628,9877,7,0,2,0,2,0
32,2,2836,3500,8,0,0,0,0,0
65,0,5980,10430,16,0,2,0,1,0
42,1,6073,5416,17,0,2,0,0,0
48,0,5516,7400,9,0,2,0,0,0
81,0,1049,3000,5,0,0,0,0,0
61,0,18393,1200,35,0,2,0,0,0
62,0,2458,9596,17,0,1,0,0,0
65,0,1568,19734,12,0,2,0,1,0
68,0,5973,2833,21,0,1,0,0,0
52,0,904,8000,32,0,1,0,0,0
43,0,2335,8760,11,0,1,0,2,0
37,0,9970000,1,9,0,2,0,0,0
59,0,5072,2700,6,0,1,0,0,0
73,0,9282,6450,16,0,5,0,0,0
66,0,11100000,5400,16,0,0,0,0,0
29,0,241,2400,2,0,0,0,0,0
53,0,10055,5000,12,0,1,0,1,0
56,0,55950000,5400,6,0,3,0,2,0
52,0,5549,4500,13,0,1,0,1,0
38,0,29,8500,3,0,0,0,0,0
31,0,5141,10300,15,0,2,0,0,0
81,0,3128,10000,6,0,1,0,0,0
26,1,2372,1550,4,0,0,0,0,0
40,1,3693,5416,11,0,1,0,3,0
74,0,9564,5183,13,0,3,0,0,0
49,1,6270,6000,17,0,2,0,1,0
76,0,1942,6680,8,0,1,0,1,0
72,1,2632,16866,20,0,4,0,1,0
66,0,100000,5400,5,0,0,0,0,0
63,0,5418,3400,11,0,1,0,2,0
43,0,0,5533,2,0,0,0,3,0
44,0,3457,7100,15,0,2,0,3,0
51,0,651,5521,3,0,0,0,1,0
23,0,20000,0,1,0,0,0,0,0
86,0,2203,5001,13,0,2,0,1,0
40,0,4597,5835,5,0,1,0,0,0
76,0,3585,4233,11,0,2,0,0,0
57,2,6573,5775,15,1,0,1,1,0
83,0,5,6767,6,0,0,0,0,0
36,1,3037,6250,10,0,1,0,1,0
69,0,2040000,5400,3,0,0,0,0,0
71,0,1390000,5400,4,0,0,0,0,0
32,0,4100,2440,7,0,0,0,0,0
41,2,26880000,5400,10,0,2,0,0,0
46,1,9012,7200,12,0,2,0,1,1
53,2,7447,2922,3,1,1,1,5,0
56,0,623,7500,4,0,0,0,0,0
33,2,5865,3600,6,0,2,0,1,0
54,0,1213,9000,4,3,0,0,3,1
48,0,25480000,5400,12,0,2,0,4,0
67,0,14770000,5400,8,0,1,0,0,0
63,0,2201,7200,7,0,0,2,0,0
52,1,8921,2800,14,0,0,0,0,0
86,0,170000,5400,8,0,0,0,0,0
42,0,19650000,5400,11,0,1,0,3,0
51,0,18510,1550,5,0,1,0,1,1
54,0,2560000,5400,9,0,0,0,0,0
37,0,4741,9200,11,0,2,0,0,0
41,0,5924,5500,17,0,3,0,2,0
59,0,3543,5000,15,0,1,0,0,0
43,0,22940000,5400,7,0,1,0,0,0
60,0,20000,5400,5,0,0,0,0,0
35,0,671,2875,6,0,0,0,0,0
64,0,2224,6280,5,0,1,0,0,0
32,0,8830000,5400,6,0,0,1,2,0
44,0,167,2383,4,0,0,0,0,0
23,0,0,3600,1,0,0,0,0,0
63,0,2662,3883,4,0,1,0,0,0
40,0,3869,5780,2,0,1,0,0,0
54,0,16350000,5400,6,0,1,0,0,0
44,1,10950000,5400,8,9,0,4,0,0
73,0,0,3071,1,0,0,0,0,0
45,0,14338,8892,15,0,3,0,1,0
38,1,5350000,5400,7,0,0,0,0,1
43,0,2940,12000,8,0,2,0,4,0
44,0,23020000,5400,12,0,2,0,2,0
58,0,0,5400,2,0,0,0,0,0
51,0,300000,5400,2,0,0,0,0,0
51,0,1215,8500,8,0,0,0,2,0
42,0,5,3750,1,0,0,0,1,0
30,0,957,4500,5,0,0,0,1,0
40,1,47990000,5400,13,0,3,0,3,0
37,0,16380000,5400,5,0,1,0,0,0
64,0,45816,250,9,0,0,0,0,0
61,0,1261,6200,9,0,0,0,0,0
50,0,862,8950,7,0,0,0,0,0
64,0,9968,5000,14,0,2,0,0,0
59,1,5537,4700,5,0,1,0,0,0
62,4,111930000,5400,19,0,1,0,0,0
54,0,13140000,5400,5,0,0,0,1,0
50,0,5308,15858,19,0,1,0,2,0
50,0,2435,4167,11,0,2,0,0,0
58,0,1475,3714,8,0,0,0,0,0
58,0,2790,5650,15,0,1,0,3,0
51,0,1669,6833,12,0,0,0,2,0
25,0,70000,0,1,0,0,0,0,0
35,0,7680,2788,5,0,2,0,0,0
29,0,981,6000,7,0,0,0,0,0
58,0,4875,6600,14,0,2,0,2,0
75,0,12150000,0,3,0,1,0,1,0
28,0,3046,3833,4,0,1,0,0,0
76,1,1833,3125,19,0,1,0,0,0
48,0,1631,15000,7,0,0,0,3,0
43,0,830,10163,4,0,1,0,2,0
54,0,2479,18000,11,0,1,0,2,0
39,1,10691,2500,14,0,2,0,0,0
44,0,23210000,5400,2,0,1,0,0,0
35,0,5318,4440,3,0,1,0,0,0
79,0,143,7924,8,0,0,0,0,0
50,0,23910000,5400,13,0,1,0,3,0
46,2,2102,10000,13,0,2,1,0,0
68,1,4760,6952,14,1,2,0,1,1
86,0,164,4500,9,0,0,0,0,0
50,1,1721,4659,9,1,1,0,0,1
57,0,0,2762,0,0,0,0,0,0
56,0,1977,13583,8,0,1,0,0,0
37,0,2356,10149,10,0,1,0,1,0
80,0,1713,7500,7,0,1,0,0,0
74,0,82,17656,12,0,0,0,0,0
37,0,4732,9600,12,0,1,0,1,0
52,0,4865,15916,6,0,3,0,2,0
35,0,6918,3750,8,0,2,0,0,0
48,0,3152,9000,7,0,2,0,1,0
47,1,13342,3583,9,0,3,0,0,0
32,0,2829,5750,6,0,0,0,0,0
36,0,7139,4550,9,0,3,0,1,0
52,0,4183,8335,9,0,3,0,0,0
59,0,43880000,5400,13,0,1,0,0,0
35,0,3420,5855,9,0,1,0,0,0
62,1,9849,4530,13,1,2,0,0,1
42,0,51160000,5400,11,0,1,0,0,0
67,0,2601,12494,17,0,3,0,0,0
41,0,911,4256,2,5,0,0,2,0
46,0,26,12393,6,0,0,0,0,0
28,3,4314,3075,7,0,1,0,1,0
63,0,3383,5964,9,0,1,0,0,0
23,0,99,300,3,0,0,0,0,0
42,0,7064,3600,15,0,2,0,1,0
67,0,2981,5734,8,0,1,0,1,0
38,1,4833,2736,4,2,1,2,0,1
27,0,733,5000,6,0,0,0,0,0
26,0,3195,5000,7,0,1,0,0,0
37,0,2171,5600,9,0,0,0,0,0
30,1,16590000,5400,6,0,1,0,0,0
43,0,3255,3375,8,0,2,0,1,0
59,3,2460,9316,9,0,1,1,2,0
46,0,941,4100,18,0,2,0,0,0
44,0,3075,3250,6,0,1,0,3,0
46,0,3917,5416,4,0,1,0,0,0
39,0,2715,3833,5,0,0,0,0,1
25,0,3309,4906,11,0,0,0,4,0
40,0,6874,6008,11,0,2,0,0,1
40,0,5043,8166,13,0,0,0,0,0
60,0,82,3133,0,0,0,0,0,0
45,0,136,8811,8,0,0,0,3,0
56,0,4181,6666,18,1,1,0,1,1
70,0,143,2500,10,0,0,0,0,0
28,0,3332,4350,9,0,0,0,0,1
49,1,2125,5133,11,1,0,0,2,1
44,0,5226,3835,10,0,1,0,1,0
49,0,5324,5808,9,0,1,0,0,0
58,0,45,3052,4,0,0,0,0,0
68,2,6613,4804,11,0,2,0,0,0
21,0,0,900,1,0,0,0,0,0
69,0,1701,8452,8,0,1,1,0,0
45,0,1445,8916,1,0,1,0,2,0
68,0,88,6460,7,0,0,0,0,0
73,0,93,4166,6,0,0,0,0,0
46,2,3094,6000,7,0,1,0,2,0
26,0,10,1900,8,0,0,0,0,0
26,0,842,533,1,2,0,0,2,1
34,1,3418,4200,6,0,0,0,3,0
68,0,5630000,5400,15,0,0,0,0,0
78,1,7730000,5400,4,0,1,0,0,0
77,0,144,4000,6,0,0,0,0,0
53,0,7710,6250,7,0,3,0,0,0
44,0,22770000,5400,10,0,1,0,0,1
63,0,6078,3100,8,0,1,0,1,0
52,0,3040,8684,12,1,1,0,1,0
33,0,3756,4500,7,0,1,0,4,0
52,0,183,5833,14,0,0,0,0,0
87,0,0,7143,5,0,0,0,0,0
35,0,6841,3700,5,0,1,2,2,0
54,0,2295,17966,8,0,3,0,3,0
74,0,705,4816,7,0,0,0,0,0
55,0,2093,9833,7,0,1,0,0,0
31,0,1150000,5400,6,0,0,0,0,0
92,0,4,6000,6,0,0,0,0,0
58,0,5066,5900,19,0,1,0,0,0
54,0,2083,7433,12,0,1,0,1,0
47,0,3434,6300,11,0,2,0,1,1
46,3,11035,3900,11,1,2,1,3,1
67,0,1589,8833,9,0,2,0,0,0
54,0,4452,7083,11,0,1,0,0,0
61,0,2532,8954,3,0,2,0,0,0
67,0,8959,3333,8,0,1,0,0,0
72,0,5201,1064,3,0,0,0,2,0
57,0,9862,6670,9,0,1,0,0,0
46,1,4971,4350,8,0,0,1,1,0
87,0,1224,6000,8,0,1,0,0,0
59,0,4840000,5400,7,0,1,0,0,0
37,0,370000,5400,4,0,0,0,0,0
42,0,3269,21007,25,0,1,0,3,0
41,1,2999,6083,6,0,1,1,0,0
34,0,2217,4220,2,0,1,0,0,0
44,0,1382,4695,15,0,0,0,2,0
40,0,1363,3600,4,0,0,0,0,0
58,0,4400,8745,9,0,3,0,0,0
32,0,5038,2952,8,0,0,0,3,0
55,1,2743,8750,5,2,1,0,3,1
69,0,61090000,5400,14,0,2,0,0,0
73,0,700000,5400,6,0,0,0,0,0
84,0,7129,3100,9,0,2,0,0,0
55,0,1606,5085,5,0,1,0,0,0
32,0,2626,2200,3,3,0,1,1,1
54,0,2769,11584,10,0,2,0,0,0
55,0,1301,10000,12,0,1,0,0,0
40,0,7415,5800,12,0,2,0,0,1
55,0,7583,6500,13,0,2,0,3,0
26,1,367,5000,5,0,0,0,0,0
31,1,3550000,5400,3,0,0,0,0,0
66,0,2922,8729,10,0,1,0,0,0
33,2,2188,2667,4,0,0,1,1,0
89,0,23,2083,2,0,0,0,0,0
60,0,34570000,5400,13,0,2,0,1,0
67,0,12102,3000,6,0,1,0,0,0
35,0,1734,15000,7,0,1,0,0,0
78,0,12060000,5400,8,0,1,0,0,0
64,1,11345,25000,27,0,6,0,1,0
80,0,0,5400,1,0,0,0,0,0
64,0,14320000,5400,5,0,1,0,1,0
39,0,15330000,5400,13,0,1,0,0,0
61,0,2900,18000,18,0,3,0,1,0
69,0,16700000,5400,11,0,1,0,0,0
69,0,30820000,5400,13,0,1,0,0,0
36,0,497,11220,7,0,0,0,0,0
64,0,2046,2686,4,0,0,1,0,0
65,0,1467,2193,5,0,0,0,0,0
49,0,3129,4425,7,0,1,0,0,0
51,1,2199,7250,5,0,2,0,0,1
92,0,6,1500,6,0,0,0,0,0
71,0,180000,5400,3,0,0,0,0,0
62,1,3753,6100,7,1,2,2,0,0
39,1,2414,3362,3,0,0,0,2,0
35,1,8136,1550,8,0,0,0,1,0
34,0,4819,5500,6,0,2,0,1,0
60,1,4890,18750,10,0,2,0,2,0
50,2,2501,4733,17,0,0,0,1,0
65,0,150000,5400,13,0,0,0,0,0
64,0,2262,7981,12,0,2,0,0,0
69,0,2120,5483,9,0,2,0,0,0
53,0,1848,11648,17,0,2,0,1,0
37,3,4104,20000,14,0,2,0,3,0
27,1,863,2500,3,0,0,0,3,0
36,1,33830000,5400,14,0,2,0,3,0
27,0,704,7000,4,0,0,2,3,1
40,0,1788,4371,4,0,0,0,3,0
54,0,3718,12500,13,0,2,0,1,0
43,0,3799,7200,11,0,2,0,1,0
71,3,5796,5000,14,0,1,0,0,0
61,0,6277,3333,13,0,2,0,0,0
60,0,0,9916,3,0,0,0,0,1
44,0,1689,4000,8,0,0,0,4,0
33,1,5635,3250,5,1,1,0,0,0
67,0,230,6200,4,0,0,0,0,0
50,0,34520000,5400,14,0,3,0,0,0
69,0,7340,1736,8,0,1,0,0,0
31,0,1533,5293,15,0,0,0,2,0
46,0,15123,1740,10,0,3,0,0,0
29,0,1627,2665,3,0,0,0,0,0
54,0,2684,3333,4,0,1,0,1,0
81,0,1319,3500,4,0,0,0,0,0
59,0,8857,1916,5,0,1,0,2,0
61,0,18630000,5400,11,0,1,0,0,0
63,0,3713,3292,12,0,1,0,1,0
61,0,4085,6454,17,0,1,0,0,0
54,0,3152,8458,7,0,1,0,0,0
83,0,11,2500,2,0,0,0,0,0
41,0,25020000,5400,10,0,3,0,0,0
36,2,39310000,5400,5,0,2,2,0,1
33,0,1870000,5400,6,0,0,0,5,0
44,1,31390000,5400,8,0,1,0,0,0
70,0,261,2562,5,0,0,0,0,0
68,0,3130,3190,13,0,0,0,0,0
63,0,4211,11525,14,0,2,0,1,0
33,0,3981,6416,11,0,2,0,0,0
68,0,34,4666,6,0,1,0,0,0
80,0,3544,3232,10,0,2,0,0,0
40,0,2010,6450,9,1,0,1,4,1
25,0,5330000,5400,2,0,0,0,0,0
64,1,2287,8750,13,0,1,0,0,0
36,0,317,6291,4,0,0,0,0,0
41,0,267,10958,7,0,0,0,1,0
48,0,3570000,5400,6,0,0,0,2,0
43,0,9239,5865,13,0,1,0,3,0
51,0,2206,15800,12,0,0,0,0,0
34,1,4034,1920,8,0,1,0,2,0
26,0,493,1500,2,0,0,0,0,0
50,0,1199,4900,5,0,0,0,1,0
50,1,5663,3788,12,0,1,0,2,0
51,0,4078,14416,19,0,5,0,0,0
66,0,3861,23800,35,0,2,0,0,0
53,0,10771,2500,19,0,1,0,0,0
24,0,970000,5400,4,0,0,0,0,1
31,0,1550,3134,9,0,0,0,0,0
41,0,2292,4744,7,0,0,0,0,0
59,0,469,9143,6,0,1,0,0,0
63,0,65,2600,3,0,0,0,0,0
35,1,404,4600,2,0,0,0,1,0
39,0,4896,8000,10,0,1,0,0,0
62,1,6308,6795,21,0,2,0,1,0
53,1,43860000,5400,9,0,1,0,0,0
56,0,4668,21500,25,0,2,0,0,0
38,0,6825,3474,9,0,1,0,2,0
89,0,0,5000,9,0,0,0,0,0
69,0,4250000,5400,4,0,1,0,0,0
49,0,6994,3100,11,0,1,0,2,0
32,0,16260000,5400,12,0,0,0,0,0
52,0,3069,6000,11,0,2,0,0,0
38,0,7153,8105,13,0,2,0,1,0
42,0,450000,5400,5,0,0,0,0,0
51,0,2087,7500,8,0,1,0,2,0
61,0,3630,5233,13,0,2,0,0,0
36,0,4418,11000,8,0,2,0,0,0
74,0,540000,5400,2,0,0,0,0,0
50,0,2076,12514,8,0,2,0,2,0
45,0,12031,2500,6,0,1,0,0,0
37,1,5068,5600,5,4,1,0,4,1
51,0,10930000,5400,5,0,1,0,3,0
35,0,5342,6500,9,0,3,0,1,0
62,0,5565,6704,17,0,2,0,0,0
42,1,3299,4624,11,0,0,0,1,0
50,0,3617,3300,16,0,0,0,1,0
35,0,3140,4623,6,0,1,0,0,0
86,0,262,1485,16,0,0,0,0,0
46,0,140000,5400,1,0,0,0,0,0
61,0,8750000,5400,3,0,1,0,0,0
85,0,184,1735,4,0,0,0,0,0
83,0,2195,4500,4,0,1,0,0,0
52,0,1200,5170,7,0,0,0,0,0
39,0,2193,5300,13,0,0,0,0,0
76,0,3610,2500,11,0,1,0,0,0
66,0,1150000,0,5,0,0,0,0,0
26,0,2763,2800,5,0,0,0,0,0
70,0,9533,6000,21,0,2,0,2,0
70,0,210,5700,9,0,0,0,0,0
49,0,7546,9100,10,0,5,0,0,0
40,0,0,700,0,0,0,0,2,0
44,1,5254,9000,14,0,2,0,2,0
68,1,7861,1266,4,0,3,1,0,1
57,0,2087,5116,2,0,1,0,0,0
27,0,174,2400,5,0,0,0,0,0
57,0,3390,13700,11,1,2,0,0,0
62,0,6296,9141,22,0,2,0,0,0
41,0,2957,3972,4,0,1,0,0,0
54,0,6428,9200,38,0,4,0,3,0
37,0,3886,4000,6,0,0,0,0,0
72,0,11620000,5400,5,0,1,0,0,0
63,0,3017,8440,9,0,2,0,0,0
60,2,1527,7600,23,0,1,0,0,0
53,0,3043,10300,10,0,1,0,0,0
32,0,3960000,5400,3,0,0,0,0,0
44,0,4418,8167,5,0,1,0,1,0
38,0,446,4500,2,0,0,0,3,0
47,0,4660,10160,19,0,1,0,2,0
63,0,2992,6100,8,0,1,0,1,0
62,0,5668,6584,15,0,2,0,0,0
27,0,74,4050,3,0,0,0,0,0
82,0,0,4000,1,0,0,0,0,0
31,1,1447,4000,7,0,0,0,0,0
57,0,3536,4187,4,0,1,0,0,0
85,0,14510000,5400,6,0,1,0,0,0
34,0,4659,5182,11,0,1,0,3,0
46,0,1852,16142,5,0,2,0,3,0
63,0,2055,15000,5,0,1,0,0,0
67,0,490000,5400,8,0,0,0,0,0
62,0,1368,3550,7,0,0,0,0,0
44,0,4756,5333,13,0,2,0,0,0
54,0,5716,1500,11,0,0,0,0,0
47,1,5810000,5400,4,0,0,1,0,0
67,1,2707,10135,21,0,2,0,0,0
92,1,1358,4100,5,0,0,0,0,0
25,0,976,4700,9,0,0,0,1,0
56,0,4214,3833,2,7,0,1,0,1
56,0,4111,12262,10,0,3,0,3,0
40,0,0,15000,1,0,0,0,2,0
46,0,6160,12195,17,0,7,0,0,0
57,0,4900,2750,15,0,3,0,1,0
62,0,15650000,5400,4,0,1,0,0,0
52,0,2971,3209,5,0,0,0,1,0
42,0,4680,11292,16,0,4,0,3,0
50,0,4121,4000,11,0,2,0,0,0
61,0,1245,8150,8,0,0,0,0,0
32,1,250000,5400,1,0,0,0,0,0
56,5,5399,9000,16,0,2,1,2,0
46,0,66410000,5400,16,0,4,0,0,0
36,0,8180,7083,13,0,2,0,0,0
77,0,4174,5058,8,0,1,0,2,0
49,1,45690000,5400,6,0,1,0,0,0
38,0,5759,6833,9,0,1,0,2,0
37,0,2,16000,7,0,0,0,0,0
31,0,2988,7000,9,0,1,0,2,0
47,2,7301,4975,9,0,2,0,0,1
36,0,3286,4000,16,0,0,0,3,0
56,1,4790,13300,11,0,2,0,1,0
49,0,11290000,5400,4,0,2,0,0,0
55,0,7830,6250,20,0,2,0,0,0
42,0,5647,5800,9,0,2,0,0,0
32,0,4136,6880,5,0,1,0,0,0
39,0,5385,2500,8,0,1,0,0,0
67,0,5960,2779,12,0,1,0,0,0
42,0,7644,5853,9,1,1,0,1,0
76,0,3883,4650,7,0,2,0,2,0
34,0,1628,4500,6,0,0,0,1,0
61,0,3145,4500,6,0,1,0,0,0
38,0,4170000,5400,19,0,0,0,0,0
69,0,799,4000,3,0,0,0,1,0
33,0,3663,11700,8,0,3,0,1,0
59,0,740000,5400,6,0,0,0,0,0
66,0,1825,12655,5,0,2,0,0,0
67,0,2535,11400,8,0,1,0,0,0
54,0,1144,2480,8,0,0,0,1,0
70,0,31470000,5400,12,0,2,0,3,0
60,0,2657,6666,13,0,2,0,0,0
33,0,10140,3900,8,0,2,0,0,0
82,0,91,6666,4,0,0,0,0,1
29,0,6910000,5400,2,0,0,1,0,0
61,0,55,3067,1,0,0,0,0,0
35,0,49,5000,4,0,0,0,2,0
51,0,3111,5716,16,0,0,0,0,0
47,0,11425,4166,19,0,5,0,0,0
62,0,650000,5400,5,0,0,0,0,0
28,1,9780000,5400,9,0,0,0,1,0
42,0,3595,2900,6,0,0,0,0,0
42,1,8359,3450,9,2,1,0,0,1
45,0,2514,10700,11,0,2,0,1,0
47,0,5717,5647,17,0,2,1,3,0
70,0,0,2000,5,0,0,0,0,0
25,0,0,5400,1,0,0,0,0,0
66,0,2305,5834,10,0,1,0,0,0
41,0,5024,8400,13,0,2,0,3,0
32,0,2984,4700,11,1,0,0,2,0
33,1,235,2332,2,0,0,0,0,1
66,2,43540000,5400,11,0,5,0,0,0
37,0,1163,4400,6,1,0,0,3,0
33,1,1431,8678,10,0,1,0,0,0
53,0,1565,7500,8,0,1,0,0,0
41,0,8281,7575,8,0,2,0,0,0
52,0,4226,3200,8,0,1,0,1,0
42,0,2913,16908,17,0,3,0,4,0
47,0,9636,3000,12,0,3,0,0,0
42,0,4081,9000,12,0,2,0,3,0
39,0,3514,10445,12,0,1,0,4,0
56,3,256,2101,13,0,0,0,0,0
30,0,2046,4000,3,0,0,0,0,0
52,0,3308,7000,6,0,1,0,1,0
33,1,1075,4350,1,0,0,0,2,1
49,0,1621,4650,3,0,0,0,1,0
67,0,314,2037,4,0,0,0,1,0
61,0,211,6250,3,0,0,0,0,0
80,0,11990000,5400,9,0,2,0,0,0
45,0,27870000,0,7,0,1,0,2,0
67,0,50000,5400,1,0,0,0,0,0
72,0,100000,5400,2,0,0,0,0,0
68,0,1067,4664,11,0,1,0,0,0
47,0,4507,7833,8,0,1,0,2,0
80,0,104,6000,8,0,0,0,0,0
38,1,421,3295,10,0,0,1,1,0
55,0,1818,5832,4,0,1,0,1,0
26,1,8439,800,6,0,0,0,0,0
68,0,1041,4540,3,0,0,0,0,0
35,1,4219,4500,7,0,1,1,0,0
86,0,3721,10500,10,1,1,1,0,0
44,0,14700000,5400,5,0,0,0,0,0
43,0,2140,7898,10,0,2,0,3,0
38,0,11903,3056,8,0,2,0,3,0
33,0,2243,5000,6,0,1,0,0,0
70,0,5129,5210,14,0,1,0,0,0
44,0,901,6000,4,0,0,2,1,0
50,0,14,4266,1,0,0,0,1,0
46,0,54,6573,1,0,0,0,0,0
80,0,650000,5400,4,0,0,0,0,0
22,0,792,1981,3,0,0,0,0,0
65,0,1416,8000,33,0,1,0,0,0
65,0,7329,14660,23,0,5,0,0,0
60,1,3552,30000,11,0,4,0,0,0
46,0,2665,3863,9,0,0,0,1,0
65,0,3689,5000,13,0,1,0,0,0
55,0,7093,6334,5,0,2,0,0,0
55,0,8902,5850,11,0,3,0,0,0
45,1,3250,8600,19,0,2,0,2,0
40,0,3139,10000,10,2,2,0,2,0
34,1,594,3700,3,3,0,0,3,1
85,0,40000,5400,2,0,0,0,0,0
24,0,24,4800,2,0,0,0,0,0
76,0,1972,7000,17,0,2,0,1,0
74,0,16,4166,5,0,0,0,0,0
52,1,0,5000,0,0,0,0,2,0
59,0,4338,8339,9,0,2,0,0,0
54,0,3264,4633,12,0,1,0,0,0
50,0,7644,6948,9,0,3,0,2,0
78,3,6265,7406,17,0,2,1,0,1
52,0,1050000,5400,6,0,0,0,0,0
91,0,20,9368,18,0,0,0,0,0
60,0,225,2700,0,2,0,0,0,0
63,0,3920,4200,5,0,1,0,0,0
67,2,1790,3267,3,0,0,0,2,0
59,0,483,30000,28,0,0,0,2,0
46,0,5344,2972,5,0,2,0,4,0
47,0,3626,2646,2,1,0,0,1,0
